Order ID,Order Date,Ship Date,EmailID,Geography,Category,Product Name,Sales,Quantity,Profit,Shipping Days,Profit Margin,Month,year
CA-2013-105585,27-08-2013,28-08-2013,RolandFjeld@gmail.com,"United States,San Jose,California",Fasteners,Advantus SlideClip Paper Clips,10.23,3.00,4.91,1,48,8,2013
CA-2013-155488,14-11-2013,18-11-2013,FrankMerwin@gmail.com,"United States,Vancouver,Washington",Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2.00,11.45,4,26,11,2013
CA-2012-126445,27-08-2012,31-08-2012,RyanAkin@gmail.com,"United States,Murrieta,California",Storage,Fellowes Super Stor/Drawer Files,484.65,3.00,92.08,4,19,8,2012
CA-2012-105312,06-11-2012,09-11-2012,MegTillman@gmail.com,"United States,Scottsdale,Arizona",Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3.00,2.48,3,35,11,2012
CA-2011-158540,24-11-2011,26-11-2011,VivekGonzalez@gmail.com,"United States,San Diego,California",Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4.00,27.31,2,18,11,2011
CA-2014-118437,18-06-2014,22-06-2014,PhilipFox@gmail.com,"United States,Olympia,Washington",Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3.00,46.58,4,30,6,2014
US-2012-126214,21-12-2012,24-12-2012,JohnStevenson@gmail.com,"United States,Seattle,Washington",Tables,Bevis 36 x 72 Conference Tables,1618.37,13.00,356.04,3,22,12,2012
CA-2012-133025,17-09-2012,19-09-2012,MegO'Connel@gmail.com,"United States,Los Angeles,California",Paper,Xerox 216,32.40,5.00,15.55,2,48,9,2012
CA-2014-106964,18-12-2014,21-12-2014,HallieRedmond@gmail.com,"United States,Los Angeles,California",Binders,GBC Plastic Binding Combs,11.81,2.00,4.28,3,36.25,12,2014
CA-2012-127418,13-06-2012,14-06-2012,JenniferJackson@gmail.com,"United States,Los Angeles,California",Binders,Aluminum Screw Posts,36.62,3.00,13.73,1,37.5,6,2012
CA-2011-139192,27-05-2011,01-06-2011,LenaCreighton@gmail.com,"United States,San Francisco,California",Phones,Plantronics HL10 Handset Lifter,1113.50,12.00,125.27,5,11.25,5,2011
CA-2014-167150,11-12-2014,18-12-2014,BenPeterman@gmail.com,"United States,San Diego,California",Binders,Avery Hole Reinforcements,19.94,4.00,7.23,7,36.25,12,2014
CA-2013-157686,02-10-2013,03-10-2013,BrianDeCherney@gmail.com,"United States,San Francisco,California",Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.85,4.00,12.18,1,6.25,10,2013
CA-2012-144652,20-11-2012,26-11-2012,SkyeNorling@gmail.com,"United States,Los Angeles,California",Art,Newell 333,19.46,7.00,5.06,6,26,11,2012
CA-2013-152814,29-04-2013,03-05-2013,EricaHernandez@gmail.com,"United States,Denver,Colorado",Paper,Xerox 1881,29.47,3.00,9.95,4,33.75,4,2013
CA-2013-134348,13-11-2013,20-11-2013,MauriceSatty@gmail.com,"United States,Mesa,Arizona",Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5.00,-4.60,7,-73.33333333,11,2013
CA-2014-132521,24-09-2014,26-09-2014,DonWeiss@gmail.com,"United States,Seattle,Washington",Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,2.00,33.59,2,28,9,2014
CA-2013-166163,16-08-2013,21-08-2013,CraigYedwab@gmail.com,"United States,Oakland,California",Phones,Nokia Lumia 521 (T-Mobile),71.98,3.00,7.20,5,10,8,2013
CA-2012-143490,06-12-2012,13-12-2012,NaresjPatel@gmail.com,"United States,San Diego,California",Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9.00,33.64,7,28,12,2012
CA-2011-159338,25-06-2011,28-06-2011,NoelStaavos@gmail.com,"United States,Los Angeles,California",Tables,Hon 4060 Series Tables,447.84,5.00,11.20,3,2.5,6,2011
CA-2013-107216,15-06-2013,18-06-2013,PaulVanHugh@gmail.com,"United States,San Francisco,California",Art,Newell 326,7.04,4.00,2.04,3,29,6,2013
CA-2013-112340,22-10-2013,28-10-2013,NeomaMurray@gmail.com,"United States,Riverside,California",Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3.00,11.23,6,49,10,2013
CA-2014-140585,19-12-2014,24-12-2014,RussellApplegate@gmail.com,"United States,Encinitas,California",Binders,Binding Machine Supplies,46.67,2.00,16.34,5,35,12,2014
CA-2013-144855,23-07-2013,25-07-2013,DionisLloyd@gmail.com,"United States,San Francisco,California",Labels,Self-Adhesive Removable Labels,6.30,2.00,3.02,2,48,7,2013
US-2013-114776,07-12-2013,08-12-2013,GregGuthrie@gmail.com,"United States,Antioch,California",Paper,Xerox 216,19.44,3.00,9.33,1,48,12,2013
CA-2011-146969,29-09-2011,03-10-2011,ArthurPrichep@gmail.com,"United States,Los Angeles,California",Furnishings,Luxo Professional Combination Clamp-On Lamps,204.60,2.00,53.20,4,26,9,2011
CA-2014-160395,01-01-2014,07-01-2014,KellyLampkin@gmail.com,"United States,Reno,Nevada",Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2.00,1.64,6,45,1,2014
CA-2013-149314,03-07-2013,08-07-2013,GeorgeBell@gmail.com,"United States,Los Angeles,California",Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.18,1.00,19.52,5,10,7,2013
CA-2011-126522,01-09-2011,05-09-2011,LarryTron@gmail.com,"United States,Escondido,California",Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3.00,15.64,4,29,9,2011
CA-2012-125416,02-11-2012,02-11-2012,KellyCollister@gmail.com,"United States,Seattle,Washington",Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9.00,49.27,0,11,11,2012
CA-2011-158064,21-04-2011,25-04-2011,AllenArmold@gmail.com,"United States,Los Angeles,California",Binders,ACCOHIDE Binder by Acco,16.52,5.00,5.58,4,33.75,4,2011
CA-2011-120243,27-12-2011,30-12-2011,AlyssaTate@gmail.com,"United States,Los Angeles,California",Labels,Staples,11.56,4.00,5.43,3,47,12,2011
CA-2011-127131,24-11-2011,30-11-2011,HaroldRyan@gmail.com,"United States,Seattle,Washington",Binders,Peel & Stick Add-On Corner Pockets,12.10,7.00,4.23,6,35,11,2011
CA-2014-117212,27-02-2014,01-03-2014,BradleyTalbott@gmail.com,"United States,Los Angeles,California",Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4.00,22.12,2,27,2,2014
CA-2013-114727,19-07-2013,25-07-2013,LindaSouthworth@gmail.com,"United States,Denver,Colorado",Chairs,Hon GuestStacker Chair,544.01,3.00,40.80,6,7.5,7,2013
CA-2011-110184,12-07-2011,16-07-2011,BenFerrer@gmail.com,"United States,Los Angeles,California",Storage,Fellowes Super Stor/Drawer,249.75,9.00,44.96,4,18,7,2011
CA-2014-100013,07-11-2014,12-11-2014,ZuschussCarroll@gmail.com,"United States,Los Angeles,California",Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2.00,7.49,5,49,11,2014
CA-2011-127012,11-08-2011,15-08-2011,GregMatthias@gmail.com,"United States,Seattle,Washington",Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1.00,5.43,4,44,8,2011
CA-2011-168494,12-12-2011,14-12-2011,NoraPreis@gmail.com,"United States,Fresno,California",Tables,Hon Non-Folding Utility Tables,764.69,6.00,95.59,2,12.5,12,2011
CA-2014-110380,03-09-2014,08-09-2014,PhillipFlathmann@gmail.com,"United States,San Francisco,California",Art,Pencil and Crayon Sharpener,6.57,3.00,1.77,5,27,9,2014
US-2011-167738,24-12-2011,29-12-2011,JulieCreighton@gmail.com,"United States,Los Angeles,California",Storage,Letter Size Cart,142.86,1.00,41.43,5,29,12,2011
CA-2014-121412,24-09-2014,28-09-2014,BrookeGillingham@gmail.com,"United States,Louisville,Colorado",Furnishings,Aluminum Document Frame,29.33,3.00,3.67,4,12.5,9,2014
CA-2013-163384,11-11-2013,13-11-2013,ChuckClark@gmail.com,"United States,San Francisco,California",Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.22,4.00,4.46,2,33.75,11,2013
CA-2012-101707,27-08-2012,01-09-2012,PhilipFox@gmail.com,"United States,San Diego,California",Supplies,Fiskars Softgrip Scissors,32.94,3.00,9.22,5,28,8,2012
CA-2012-138898,25-05-2012,29-05-2012,JustinHirsh@gmail.com,"United States,Pueblo,Colorado",Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.73,13.00,84.57,4,10,5,2012
CA-2014-115427,31-12-2014,04-01-2015,EricaBern@gmail.com,"United States,Fairfield,California",Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.90,2.00,4.52,4,32.5,12,2014
CA-2012-121391,04-10-2012,07-10-2012,AlexAvila@gmail.com,"United States,San Francisco,California",Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96,2.00,7.01,3,26,10,2012
CA-2013-141397,21-06-2013,22-06-2013,RoyCollins@gmail.com,"United States,Pasadena,California",Paper,Xerox 1898,46.76,7.00,22.44,1,48,6,2013
CA-2013-145919,19-12-2013,24-12-2013,HenryGoldwyn@gmail.com,"United States,Los Angeles,California",Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6.00,18.66,5,48,12,2013
CA-2014-106033,16-10-2014,19-10-2014,FrankGastineau@gmail.com,"United States,San Francisco,California",Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4.00,26.38,3,30,10,2014
CA-2013-142762,24-05-2013,28-05-2013,LisaDeCherney@gmail.com,"United States,San Francisco,California",Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3.00,16.30,4,44,5,2013
CA-2011-121664,06-05-2011,10-05-2011,HaroldPawlan@gmail.com,"United States,Los Angeles,California",Binders,Wilson Jones Legal Size Ring Binders,140.74,8.00,52.78,4,37.5,5,2011
US-2014-123281,03-04-2014,08-04-2014,JamieFrazer@gmail.com,"United States,Los Angeles,California",Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3.00,6.53,5,26,4,2014
CA-2014-162978,05-05-2014,10-05-2014,LindsayWilliams@gmail.com,"United States,San Francisco,California",Phones,Motorola L804,183.96,5.00,20.70,5,11.25,5,2014
US-2011-151925,26-09-2011,01-10-2011,KeanTakahito@gmail.com,"United States,Los Angeles,California",Chairs,"Leather Task Chair, Black",145.57,2.00,0.00,5,0,9,2011
US-2014-155425,11-11-2014,12-11-2014,AnnBlume@gmail.com,"United States,Tucson,Arizona",Binders,Cardinal EasyOpen D-Ring Binders,38.39,14.00,-25.59,1,-66.66666667,11,2014
CA-2014-133249,09-07-2014,12-07-2014,SamZeldin@gmail.com,"United States,Pico Rivera,California",Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.90,5.00,62.74,3,43,7,2014
US-2012-103471,24-12-2012,28-12-2012,JimRadford@gmail.com,"United States,Colorado Springs,Colorado",Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.06,7.00,-786.74,4,-133.3333333,12,2012
US-2011-157021,01-04-2011,06-04-2011,KunstMiller@gmail.com,"United States,Vallejo,California",Labels,Avery 490,29.60,2.00,14.80,5,50,4,2011
CA-2012-120362,14-09-2012,19-09-2012,ChristinaAnderson@gmail.com,"United States,Provo,Utah",Tables,"Lesro Round Back Collection Coffee Table, End Table",912.75,5.00,118.66,5,13,9,2012
CA-2011-126361,04-08-2011,09-08-2011,ValerieDominguez@gmail.com,"United States,Pleasant Grove,Utah",Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3.00,305.13,5,28,8,2011
US-2013-122245,26-09-2013,01-10-2013,AdrianBarton@gmail.com,"United States,Phoenix,Arizona",Tables,Bevis Boat-Shaped Conference Table,393.17,3.00,-204.45,5,-52,9,2013
CA-2014-115994,29-01-2014,01-02-2014,BethThompson@gmail.com,"United States,Costa Mesa,California",Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97,3.00,26.40,3,11,1,2014
CA-2012-124800,26-09-2012,30-09-2012,RickWilson@gmail.com,"United States,Mesa,Arizona",Paper,Petty Cash Envelope,86.27,4.00,31.27,4,36.25,9,2012
US-2012-164448,31-10-2012,04-11-2012,DamalaKotsonis@gmail.com,"United States,Salinas,California",Binders,Prestige Round Ring Binders,9.73,2.00,3.28,4,33.75,10,2012
US-2013-153129,27-12-2013,31-12-2013,FrankPreis@gmail.com,"United States,Seattle,Washington",Paper,Strathmore Photo Mount Cards,33.90,5.00,15.59,4,46,12,2013
CA-2014-128160,20-12-2014,25-12-2014,MichaelMoore@gmail.com,"United States,San Francisco,California",Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,36.67,2.00,11.46,5,31.25,12,2014
CA-2012-166135,01-10-2012,06-10-2012,ShaunChance@gmail.com,"United States,Aurora,Colorado",Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",139.42,4.00,17.43,5,12.5,10,2012
CA-2012-145821,01-05-2012,07-05-2012,JenniferBraxton@gmail.com,"United States,Los Angeles,California",Phones,OtterBox Defender Series Case - iPhone 5c,88.75,3.00,11.09,6,12.5,5,2012
US-2012-160150,19-07-2012,20-07-2012,ThaisSissman@gmail.com,"United States,Phoenix,Arizona",Binders,Wilson Jones DublLock D-Ring Binders,2.03,1.00,-1.35,1,-66.66666667,7,2012
CA-2012-119907,01-12-2012,08-12-2012,LoganCurrie@gmail.com,"United States,Seattle,Washington",Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,55.42,2.00,19.40,7,35,12,2012
CA-2011-151708,08-08-2011,14-08-2011,MariaBertelson@gmail.com,"United States,Glendale,Arizona",Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.38,4.00,-3.03,6,-2.5,8,2011
CA-2014-164959,12-07-2014,16-07-2014,KatherineNockton@gmail.com,"United States,Los Angeles,California",Labels,Avery 482,8.67,3.00,4.07,4,47,7,2014
CA-2014-121468,20-11-2014,21-11-2014,KatherineDucich@gmail.com,"United States,Westminster,California",Phones,Square Credit Card Reader,31.97,4.00,2.40,1,7.5,11,2014
US-2013-108455,03-12-2013,09-12-2013,MikeKennedy@gmail.com,"United States,San Francisco,California",Paper,Xerox 192,25.92,4.00,12.44,6,48,12,2013
US-2013-108098,15-10-2013,19-10-2013,ChristinePhan@gmail.com,"United States,Seattle,Washington",Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.00,3.00,30.09,4,17,10,2013
CA-2012-140410,03-11-2012,07-11-2012,CorinnaMitchell@gmail.com,"United States,Los Angeles,California",Phones,Cisco IP Phone 7961G-GE VoIP phone,1212.85,7.00,106.12,4,8.75,11,2012
CA-2014-139661,31-10-2014,04-11-2014,JaneWaco@gmail.com,"United States,Vancouver,Washington",Furnishings,Magna Visual Magnetic Picture Hangers,9.64,2.00,3.66,4,38,10,2014
CA-2013-141586,18-10-2013,21-10-2013,NeilKnudson@gmail.com,"United States,San Francisco,California",Binders,"Avery Durable Plastic 1"" Binders",18.16,5.00,6.58,3,36.25,10,2013
CA-2013-100468,25-11-2013,02-12-2013,AlyssaTate@gmail.com,"United States,Los Angeles,California",Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,2.00,3.35,7,10,11,2013
CA-2012-153388,01-08-2012,07-08-2012,PaulineChand@gmail.com,"United States,Los Angeles,California",Art,Prang Dustless Chalk Sticks,6.72,4.00,3.36,6,50,8,2012
CA-2014-103611,13-09-2014,16-09-2014,JessicaMyrick@gmail.com,"United States,Los Angeles,California",Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2.00,3.01,3,36,9,2014
CA-2014-100384,25-06-2014,02-07-2014,NicoleHansen@gmail.com,"United States,Pomona,California",Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.60,8.00,111.82,7,29,6,2014
CA-2014-148446,11-12-2014,15-12-2014,MichaelChen@gmail.com,"United States,North Las Vegas,Nevada",Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,1669.60,4.00,116.87,4,7,12,2014
CA-2011-111059,04-02-2011,07-02-2011,TomBoeckenhauer@gmail.com,"United States,Seattle,Washington",Binders,Ibico Laser Imprintable Binding System Covers,83.84,2.00,27.25,3,32.5,2,2011
CA-2014-116204,12-02-2014,15-02-2014,VictoriaWilson@gmail.com,"United States,San Francisco,California",Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.34,7.00,7.73,3,36.25,2,2014
CA-2012-144806,06-12-2012,11-12-2012,GaryHwang@gmail.com,"United States,Tucson,Arizona",Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.11,6.00,48.95,5,23.75,12,2012
CA-2014-159884,01-09-2014,06-09-2014,JeremyFarry@gmail.com,"United States,Tempe,Arizona",Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.74,1.00,0.81,5,7.5,9,2014
CA-2014-124086,11-02-2014,15-02-2014,MikePelletier@gmail.com,"United States,Laguna Niguel,California",Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.98,2.00,16.80,4,8.235294118,2,2014
CA-2011-107181,05-02-2011,09-02-2011,DeborahBrumfield@gmail.com,"United States,San Diego,California",Binders,GBC Recycled Grain Textured Covers,82.90,3.00,29.01,4,35,2,2011
CA-2013-159345,18-06-2013,23-06-2013,IvanGibson@gmail.com,"United States,San Diego,California",Paper,Xerox 1934,111.96,2.00,54.86,5,49,6,2013
CA-2012-111507,06-02-2012,13-02-2012,VictoriaWilson@gmail.com,"United States,Bellevue,Washington",Art,Newell 310,5.28,3.00,1.53,7,29,2,2012
CA-2012-112116,16-03-2012,18-03-2012,JeremyEllison@gmail.com,"United States,Seattle,Washington",Tables,KI Adjustable-Height Table,171.96,2.00,44.71,2,26,3,2012
CA-2013-126809,10-04-2013,14-04-2013,EdwardBecker@gmail.com,"United States,Seattle,Washington",Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.35,9.00,12.82,4,36.25,4,2013
CA-2011-105172,04-04-2011,09-04-2011,PaulKnutson@gmail.com,"United States,San Francisco,California",Labels,Avery 518,18.90,6.00,9.07,5,48,4,2011
CA-2014-107293,06-09-2014,07-09-2014,ChristopherSchild@gmail.com,"United States,Seattle,Washington",Art,Newell 333,2.78,1.00,0.72,1,26,9,2014
CA-2012-132101,19-03-2012,25-03-2012,JesusOcampo@gmail.com,"United States,Seattle,Washington",Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.58,3.00,39.69,6,8.75,3,2012
US-2014-152002,12-06-2014,12-06-2014,DiannaVittorini@gmail.com,"United States,Los Angeles,California",Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3.00,60.26,0,49,6,2014
US-2011-157385,23-11-2011,25-11-2011,SanjitChand@gmail.com,"United States,Los Angeles,California",Chairs,Novimex Swivel Fabric Task Chair,603.92,5.00,-67.94,2,-11.25,11,2011
CA-2012-122826,23-06-2012,25-06-2012,RickDuston@gmail.com,"United States,Olympia,Washington",Phones,Pyle PRT45 Retro Home Telephone,201.57,4.00,22.68,2,11.25,6,2012
CA-2011-117317,19-10-2011,19-10-2011,JeremyFarry@gmail.com,"United States,Los Angeles,California",Paper,Spiral Phone Message Books with Labels by Adams,13.44,3.00,6.59,0,49,10,2011
US-2013-115819,20-04-2013,25-04-2013,JasO'Carroll@gmail.com,"United States,Los Angeles,California",Phones,PowerGen Dual USB Car Charger,39.96,5.00,12.99,5,32.5,4,2013
CA-2011-156349,26-05-2011,30-05-2011,MarinaLichtenstein@gmail.com,"United States,Los Angeles,California",Bookcases,Sauder Inglewood Library Bookcases,290.67,2.00,27.36,4,9.411764706,5,2011
CA-2014-138380,22-12-2014,26-12-2014,YanaSorensen@gmail.com,"United States,Oakland,California",Storage,Letter Size Cart,1000.02,7.00,290.01,4,29,12,2014
CA-2014-108560,09-07-2014,16-07-2014,JennaCaffey@gmail.com,"United States,Kent,Washington",Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2.00,99.23,7,50,7,2014
CA-2012-157084,19-12-2012,24-12-2012,JamesGalang@gmail.com,"United States,Los Angeles,California",Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5.00,84.50,5,12.5,12,2012
CA-2011-168984,26-11-2011,02-12-2011,NatalieWebber@gmail.com,"United States,Tigard,Oregon",Paper,Xerox 2,15.55,3.00,5.44,6,35,11,2011
CA-2012-111829,19-03-2012,20-03-2012,FredHopkins@gmail.com,"United States,Seattle,Washington",Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3.00,349.34,1,28,3,2012
CA-2011-135699,29-08-2011,29-08-2011,HilaryHolden@gmail.com,"United States,San Francisco,California",Paper,Xerox 1940,109.92,2.00,53.86,0,49,8,2011
US-2014-132444,19-11-2014,22-11-2014,ChristinaDeMoss@gmail.com,"United States,Seattle,Washington",Storage,Eldon Portable Mobile Manager,169.68,6.00,45.81,3,27,11,2014
CA-2014-161809,21-01-2014,27-01-2014,TheaHendricks@gmail.com,"United States,Los Angeles,California",Phones,RCA Visys Integrated PBX 8-Line Router,160.78,3.00,10.05,6,6.25,1,2014
CA-2014-127285,31-10-2014,07-11-2014,MichelleMoray@gmail.com,"United States,Seattle,Washington",Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.75,3.00,27.74,7,31.25,10,2014
CA-2013-107615,23-03-2013,26-03-2013,RobertBarroso@gmail.com,"United States,North Las Vegas,Nevada",Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2.00,19.33,3,33,3,2013
CA-2013-122728,19-05-2013,25-05-2013,EricBarreto@gmail.com,"United States,San Francisco,California",Storage,Home/Office Personal File Carts,104.28,3.00,26.07,6,25,5,2013
